http://headlines.yahoo.co.jp/hl?a=20140725-00000030-dal-ent
Word	TFIDF
佳織	0.014594509676207753
記事	0.004739336492890996
最終	0.002369668246445498
一般	0.014594509676207753
変化	0.005654725974217751
過日	0.007297254838103877
日常	0.007297254838103877
41	0.007297254838103877
発表	0.004693908182492243
前向き	0.007297254838103877
!	0.0071090047393364926
(	0.004739336492890996
25	0.004739336492890996
)	0.004739336492890996
Facebook	0.002369668246445498
踏み切っ	0.007297254838103877
7	0.004739336492890996
紙	0.002369668246445498
つつ	0.004693908182492243
:	0.002369668246445498
考え	0.004012197110331624
いる	0.008058280042354425
これ	0.004012197110331624
機能	0.002369668246445498
検索	0.002369668246445498
11	0.00348342092238326
公式	0.005654725974217751
12	0.005654725974217751
エン	0.0030513793186061158
リアルタイム	0.002369668246445498
中	0.0053721866949029504
より	0.004693908182492243
です	0.0030513793186061158
ニュース	0.009478672985781991
方法	0.002369668246445498
…	0.0026860933474514752
配信	0.0071090047393364926
サイト	0.004693908182492243
10	0.004693908182492243
いく	0.004012197110331624
あり	0.005654725974217751
踏み出し	0.007297254838103877
生産	0.005654725974217751
一	0.004693908182492243
先読み	0.002369668246445498
※	0.0030513793186061158
いえ	0.007297254838103877
いう	0.00348342092238326
いい	0.004693908182492243
好み	0.002369668246445498
結婚	0.005654725974217751
公私	0.007297254838103877
便利	0.002369668246445498
進ん	0.007297254838103877
療養	0.007297254838103877
だろ	0.005654725974217751
あっ	0.004693908182492243
最近	0.007297254838103877
デイリースポーツ	0.007297254838103877
パック	0.002369668246445498
大切	0.014594509676207753
指定	0.002369668246445498
こと	0.017417104611916298
報告	0.016964177922653253
私	0.005654725974217751
パートナー	0.007297254838103877
?	0.002369668246445498
この	0.009387816364984486
治	0.02189176451431163
PR	0.002369668246445498
長期	0.007297254838103877
トピックス	0.002369668246445498
意識	0.002369668246445498
ため	0.002369668246445498
その他	0.002369668246445498
Twitter	0.002369668246445498
読み込み	0.0026860933474514752
充電	0.007297254838103877
公開	0.005654725974217751
Yahoo	0.0071090047393364926
サクサク	0.002369668246445498
部	0.002369668246445498
電車	0.002369668246445498
仕事	0.005654725974217751
購読	0.002369668246445498
得	0.002369668246445498
毎日	0.002369668246445498
変わり	0.007297254838103877
行き	0.007297254838103877
利用	0.002369668246445498
アプリデータ	0.002369668246445498
現在	0.002369668246445498
データ	0.002369668246445498
復興	0.005654725974217751
時	0.004739336492890996
Buzz	0.004739336492890996
入籍	0.02189176451431163
プライベート	0.004693908182492243
抽出	0.0030513793186061158
７月	0.007297254838103877
で	0.023696682464454975
て	0.016587677725118485
良き	0.007297254838103877
的	0.004012197110331624
両面	0.007297254838103877
無効	0.002369668246445498
）	0.002369668246445498
男性	0.011309451948435502
たい	0.004739336492890996
（	0.002369668246445498
は	0.018957345971563982
もっと	0.002369668246445498
の	0.04028436018957346
者	0.0030513793186061158
と	0.021488746779611802
に	0.03317535545023697
な	0.0053721866949029504
歩	0.007297254838103877
こちら	0.002369668246445498
２	0.004012197110331624
３	0.004693908182492243
人生	0.007297254838103877
４	0.004012197110331624
６	0.005654725974217751
ログイン	0.002369668246445498
まし	0.012036591330994871
縁	0.007297254838103877
ます	0.0071090047393364926
変更	0.002369668246445498
ませ	0.005654725974217751
舌	0.007297254838103877
デパートメント	0.005654725974217751
う	0.004693908182492243
自身	0.004693908182492243
い	0.002369668246445498
物語	0.007297254838103877
昨年	0.004693908182492243
いただき	0.007297254838103877
調査	0.002369668246445498
できる	0.007297254838103877
東北	0.004693908182492243
まで	0.00348342092238326
応援	0.004693908182492243
が	0.011848341232227487
か	0.009387816364984486
お	0.004739336492890996
方	0.005654725974217751
ください	0.002369668246445498
し	0.02843601895734597
新規	0.002369668246445498
ご	0.011309451948435502
さ	0.0061027586372122316
た	0.030805687203791468
による	0.002369668246445498
患い	0.007297254838103877
せ	0.004012197110331624
有効	0.002369668246445498
５月	0.005654725974217751
取得	0.002369668246445498
ながら	0.004693908182492243
映画	0.011309451948435502
部分	0.007297254838103877
設定	0.004739336492890996
楽しみ	0.005654725974217751
以前	0.005654725974217751
。	0.02843601895734597
新た	0.007297254838103877
、	0.023696682464454975
　	0.011848341232227487
これから	0.005654725974217751
おり	0.007297254838103877
」	0.009478672985781991
「	0.009478672985781991
全国	0.002369668246445498
から	0.00696684184476652
体調	0.014594509676207753
日	0.0071090047393364926
腫瘍	0.007297254838103877
共に	0.007297254838103877
Japan	0.002369668246445498
１０月	0.007297254838103877
分	0.004739336492890996
期間	0.005654725974217751
急上昇	0.002369668246445498
生活	0.004693908182492243
キャンペーン	0.002369668246445498
済ませ	0.007297254838103877
更新	0.002369668246445498
なっ	0.004739336492890996
する	0.004739336492890996
ID	0.002369668246445498
入っ	0.007297254838103877
そして	0.004693908182492243
携わっ	0.007297254838103877
ワード	0.004739336492890996
回復	0.007297254838103877
月	0.004739336492890996
JavaScript	0.0071090047393364926
RSS	0.002369668246445498
通り	0.007297254838103877
自動	0.0030513793186061158
思っ	0.004693908182492243
なり	0.00348342092238326
ギタリスト	0.005654725974217751
ふしぎ	0.007297254838103877
厳選	0.002369668246445498
歩ん	0.007297254838103877
タメ	0.0030513793186061158
岬	0.007297254838103877
として	0.005654725974217751
レコーディング	0.005654725974217751
編集	0.002369668246445498
今後	0.007297254838103877
情報	0.002369668246445498
金	0.004739336492890996
れ	0.0026860933474514752
も	0.011848341232227487
条件	0.002369668246445498
村	0.02189176451431163
すべて	0.002369668246445498
よう	0.00348342092238326
ペース	0.007297254838103877
ページ	0.002369668246445498
活動	0.00348342092238326
ん	0.004012197110331624
を	0.04265402843601896
